chat_id,task_text
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
